Rating,Comments,Product Name,scores,type,compound,pos,neg
5,Very good product,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
5,Very use full,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,glad to receive the BP apparatus.  Can check anytime of the day.night.,omran 7120,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}",POS,0.4588,0.214,0.0
4,Not sure if all the readings are correct,omran 7120,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.2411}",NEG,-0.2411,0.0,0.219
5,Nice Product,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
5,its so simple and easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.4877}",POS,0.4877,0.345,0.0
5,"Quite satisfied as it was delivered the very next day of when I ordered. But there was a huge difference in the readings it showed. So I would advice people to go for second opinion from their family doctors too. It's a machine and only an electronic device. The only plus point is its handy and user friendly, and gives you an estimated digits of the blood pressure. But the reading is not accurate!",omran 7120,"{'neg': 0.036, 'neu': 0.842, 'pos': 0.122, 'compound': 0.7775}",POS,0.7775,0.122,0.036
5,"Very simple and compact design, comfortable and adjustable velcro hand band, easy to use, wear hand band -attach cable and press power button, fast check up, shows bp and pulse, can work on dc batteries/ac.",omran 7120,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.9118}",POS,0.9118,0.289,0.0
5,It's a really good machine with simpler handling.,omran 7120,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",POS,0.4927,0.347,0.0
3,"very good one ,for general purpose ,, but price is little bit higher",omran 7120,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2724}",POS,0.2724,0.149,0.0
4,Im happy with this product..Product delivered on time..Good service snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",POS,0.5719,0.291,0.0
3,Got the product on 8th July. its not bad... ,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Product is upto mark. I was using this product for the last 6 months in my family. So bought it again as I was fully satisfied with the results,omran 7120,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.4754}",POS,0.4754,0.11,0.0
4,Easy to use and accurate.,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
4,Helped me and my dad to keep a tab on the pressure.,omran 7120,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",NEG,-0.296,0.0,0.18
5,Good one for good price,omran 7120,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",POS,0.7003,0.659,0.0
5,Very good product.snapdeal is very quick and good service,omran 7120,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.7496}",POS,0.7496,0.477,0.0
5,Easy to operate,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,It's good seriously,omran 7120,"{'neg': 0.304, 'neu': 0.179, 'pos': 0.518, 'compound': 0.296}",POS,0.296,0.518,0.304
5,Its good..,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Nice delivery by snap deal.i have purchased so many items through snap deal it is a best online site..,omran 7120,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}",POS,0.7906,0.304,0.0
4,Its very good product and very  much usefull for family.,omran 7120,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",POS,0.4927,0.262,0.0
5,Excellent service from snapdea. 5 stars for the product. Its very useful product.,omran 7120,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7841}",POS,0.7841,0.408,0.0
3,I purchased Omron Hem-7120 product. The reading is widely different on each occasion. It is not a stable product.,omran 7120,"{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.2235}",NEG,-0.2235,0.0,0.106
5,Product is in very good Condition n packing is also good...at affordable price. Works pretty good then axpected,omran 7120,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.862}",POS,0.862,0.406,0.0
5,I bought the above and using for the last few days. It is really good and very useful.,omran 7120,"{'neg': 0.0, 'neu': 0.701, 'pos': 0.299, 'compound': 0.7496}",POS,0.7496,0.299,0.0
4,Its fine for regular use at home. Even older people can use it easily as its very easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.7501}",POS,0.7501,0.303,0.0
5,This is a very good product,omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",POS,0.4927,0.444,0.0
4,no complaint with service.,omran 7120,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.5267}",NEG,-0.5267,0.0,0.688
5,Good product for daily BP Measurement. working fine.,omran 7120,"{'neg': 0.0, 'neu': 0.561, 'pos': 0.439, 'compound': 0.5719}",POS,0.5719,0.439,0.0
4,My uncle is using it and he is saying its a gud machine to monitor BP,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Runing 15days without any problem....think it's nice one,omran 7120,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",POS,0.4215,0.286,0.0
5,Very Good.  Good for home use.  Gives you a nice idea of your BP.  Doing at least three times is recommended at interval of 2 minutes at same arm and the average of the three readings gives you a more accurate reading of your BP.,omran 7120,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.8746}",POS,0.8746,0.224,0.0
5,I order this product from snapdeal and its very good product for daily use and snapdeal give very big discount on this product and the service is very fast snapdeal delivered my order in just 2/5days only the service is very fast I love to shop on snapdeal and I m very old customers of snapdeal and I have very big trust on snapdeal ,omran 7120,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.9052}",POS,0.9052,0.167,0.0
5,Good service,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,"delivered on time , again very good experience at snap deals...",omran 7120,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4927}",POS,0.4927,0.262,0.0
4,Usefull @ home,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,User Friendly with almost Accurate Reading,omran 7120,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",POS,0.4939,0.39,0.0
5,Value for money,omran 7120,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",POS,0.34,0.545,0.0
4,very nice product,omran 7120,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.4754}",POS,0.4754,0.607,0.0
5,Product is good and delivery by snapdeal is fast as always.,omran 7120,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",POS,0.4404,0.225,0.0
5,It is very Nice & regional Prize .,omran 7120,"{'neg': 0.0, 'neu': 0.375, 'pos': 0.625, 'compound': 0.7688}",POS,0.7688,0.625,0.0
4,Working fine... No issues till yet,omran 7120,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}",NEG,-0.296,0.0,0.306
5,Good product to have one in home,omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
5,Very good product every hypertension patient have to buy it it's so easy a kid can also handle it,omran 7120,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7866}",POS,0.7866,0.302,0.0
4,"Good product,easy to use .....",omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
1,Not giving correct value,omran 7120,"{'neg': 0.671, 'neu': 0.329, 'pos': 0.0, 'compound': -0.4717}",NEG,-0.4717,0.0,0.671
5,It Is Giving Perfect Rating...,omran 7120,"{'neg': 0.0, 'neu': 0.33, 'pos': 0.67, 'compound': 0.7269}",POS,0.7269,0.67,0.0
5,Good item but slow delivery :),omran 7120,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.714}",POS,0.714,0.598,0.0
4,It is okay to have to have a close idea on the actual number. But one will need an additional thing to charge the batteries.,omran 7120,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.1531}",POS,0.1531,0.106,0.0
4,This is very useful to us,omran 7120,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4927}",POS,0.4927,0.39,0.0
5,user friendly product and easy to  use,omran 7120,"{'neg': 0.0, 'neu': 0.45, 'pos': 0.55, 'compound': 0.7269}",POS,0.7269,0.55,0.0
5,Must have instrument,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Very good product,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
4,It is a good BP monitor for home purpose,omran 7120,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",POS,0.4404,0.293,0.0
4,Product is good enough as per specs  and packaging is excellent,omran 7120,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.765}",POS,0.765,0.423,0.0
5,Its better beyond expectations....,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",POS,0.4404,0.492,0.0
4,"A good product, well put together, just a bit unhappy with the exterior packaging which seemed to be in crushed condition.  Instrument works well.  Easy to use.  Pricing fine.  Readings do seem to vary a fair bit when taken successively, wish there is a way to benchmark for accuracy",omran 7120,"{'neg': 0.094, 'neu': 0.59, 'pos': 0.315, 'compound': 0.8779}",POS,0.8779,0.315,0.094
4,"Based on cost, its good.",omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
5,Good Product for health excelent delivery,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",POS,0.4404,0.367,0.0
5,Very good and reliable. Best product quality.,omran 7120,"{'neg': 0.0, 'neu': 0.403, 'pos': 0.597, 'compound': 0.8122}",POS,0.8122,0.597,0.0
5,Product is good but service from snapdeal is very outstanding,omran 7120,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.8355}",POS,0.8355,0.497,0.0
4,"Snap deal service and delivery was very good, good the product delivery before expected delivery, the BP machine is very good.",omran 7120,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.8618}",POS,0.8618,0.347,0.0
4,its a good machine//////,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",POS,0.4404,0.592,0.0
5,"It is a good product within this price ,i bought one ,since then it is all o k .",omran 7120,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",POS,0.4404,0.172,0.0
4,Good product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Best Service snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",POS,0.6369,0.677,0.0
5,Measured accurate in my first 10 trail.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,This is the very good product from snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4927}",POS,0.4927,0.313,0.0
5,Reading+/-5mmhg which is fine,omran 7120,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}",POS,0.2023,0.375,0.0
5,very simple to handle.  worth for your money.,omran 7120,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",POS,0.2263,0.213,0.0
5,The device is genuine and the product delivery was before time,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
3,Good buy!!!!!!,omran 7120,"{'neg': 0.0, 'neu': 0.197, 'pos': 0.803, 'compound': 0.6209}",POS,0.6209,0.803,0.0
4,BP measurement is very easy and reading is almost accurate and consistant in quality of the product. However battery drainage is a space where attention is needed. And arm movement during measurement leads to error in reading the BP result for which not always stand alone BP machine for Hospital use where patient is restless or unattentive.,omran 7120,"{'neg': 0.078, 'neu': 0.842, 'pos': 0.08, 'compound': 0.0343}",POS,0.0343,0.08,0.078
4,Delivered in time...,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,It is one of the best to check bp at very low price and I suggest u to buy it,omran 7120,"{'neg': 0.106, 'neu': 0.708, 'pos': 0.186, 'compound': 0.4228}",POS,0.4228,0.186,0.106
5,"Works good and accurate till now,perfect delivery",omran 7120,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",POS,0.4404,0.326,0.0
4,monitoring is varying +10 to -10. but machine is good. u can monitor 2 to 4 times then u can take average of that..,omran 7120,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.5927}",POS,0.5927,0.168,0.0
5,Awesome price and perfectly delivered in pristine condition. The product is too good,omran 7120,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9042}",POS,0.9042,0.528,0.0
1,This product is not good product quality is so bad....,omran 7120,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.3412}",NEG,-0.3412,0.0,0.211
5,gr8 deals on snapdeal always love to purchase from snapdeal n recommends to my frens also,omran 7120,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.8689}",POS,0.8689,0.45,0.0
1,Wrong reading displayed,omran 7120,"{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.4767}",NEG,-0.4767,0.0,0.608
4,"Many review has been written about malfunction, but to make this machine works correctly make sure not to keep band very tight.",omran 7120,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4497}",POS,0.4497,0.123,0.0
5,I like this product because accurate reading,omran 7120,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",POS,0.3612,0.333,0.0
5,its a perfect product to have at home if someone in the family has a bp problem.,omran 7120,"{'neg': 0.139, 'neu': 0.67, 'pos': 0.191, 'compound': 0.25}",POS,0.25,0.191,0.139
5,"till now tried 100 times , half battery gone.  pretty good .",omran 7120,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.7269}",POS,0.7269,0.433,0.0
5,VERY VERY HAPPY AND SEND VERY QUICKLY,omran 7120,"{'neg': 0.0, 'neu': 0.584, 'pos': 0.416, 'compound': 0.6453}",POS,0.6453,0.416,0.0
5,im happy to recieve a good product from snapdeal.thanx,omran 7120,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.765}",POS,0.765,0.524,0.0
5,It is very useful.,omran 7120,"{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}",POS,0.4927,0.516,0.0
5,Nice Product.,omran 7120,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",POS,0.4215,0.737,0.0
5,Excellent product,omran 7120,"{'neg': 0.0, 'neu': 0.213, 'pos': 0.787, 'compound': 0.5719}",POS,0.5719,0.787,0.0
5,Prompt Delivery,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Result nearly perfect,omran 7120,"{'neg': 0.0, 'neu': 0.351, 'pos': 0.649, 'compound': 0.5719}",POS,0.5719,0.649,0.0
4,If any one wants to buy thiss product.he or she can buy it on mybehalf..i bought it last weeek..im with ths product n is having good price on snapdeal..luv u snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",POS,0.4404,0.094,0.0
5,Fantastic thanks for your service,omran 7120,"{'neg': 0.0, 'neu': 0.316, 'pos': 0.684, 'compound': 0.7579}",POS,0.7579,0.684,0.0
5,Very good product.,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
5,Good product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,A very good product.,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
5,thankyou snapdeel,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,"This is an apt device for old aged persons  to keep continuous monitoring of BP, reliable and good",omran 7120,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}",POS,0.4404,0.146,0.0
5,"a good product in a good price, very nice looks i recommend to every one to buy this product.",omran 7120,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8923}",POS,0.8923,0.493,0.0
5,Always prefer sd,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Readings are always mismatch with doctor's mercury based equipment.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,Gud product in this price,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,"Easy to use, quality product at best price. Happy to shop through snapdeal.",omran 7120,"{'neg': 0.0, 'neu': 0.481, 'pos': 0.519, 'compound': 0.8957}",POS,0.8957,0.519,0.0
5,You can purchase this,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
3,The reading shown varies 20-30 units of bp at very next check of same person!,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,I have purchased  for my parents nice products.,omran 7120,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4215}",POS,0.4215,0.318,0.0
5,"Product as shown, delivery lightening fast and prices the best across sites. All of these have made this purchase a geeat experience.",omran 7120,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.6369}",POS,0.6369,0.174,0.0
5,its very nice product i relay like it,omran 7120,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6801}",POS,0.6801,0.528,0.0
4,good product..timely delivery and nicely packed...,omran 7120,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",POS,0.7003,0.592,0.0
5,A great product from snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.423, 'pos': 0.577, 'compound': 0.6249}",POS,0.6249,0.577,0.0
4,"Very useful item, no need to go to doctor every time. Parents can check it themselves..",omran 7120,"{'neg': 0.125, 'neu': 0.712, 'pos': 0.162, 'compound': 0.1851}",POS,0.1851,0.162,0.125
5,Fine and accurate measure but battery are week. Go for it,omran 7120,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.1027}",POS,0.1027,0.123,0.0
5,Great quality full satisfaction,omran 7120,"{'neg': 0.0, 'neu': 0.222, 'pos': 0.778, 'compound': 0.7906}",POS,0.7906,0.778,0.0
5,Good .... keep it up... snapdeal,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",POS,0.4404,0.367,0.0
4,👍 good product,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
5,Very good yar,omran 7120,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",POS,0.4927,0.615,0.0
4,Product packaging and delivery was great.,omran 7120,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.6249}",POS,0.6249,0.451,0.0
1,1 star  not working,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
4,Do not rely too much. It is also better to ask the doctor. The device worked alright for my husband and fil but showed ridiculous readings for me that I got freaked out. I had to calm myself and later found that cuff was maybe too large for me. I am a small person. The device was neatly packed and sent but the courier sucks. They delayed delivery.,omran 7120,"{'neg': 0.151, 'neu': 0.726, 'pos': 0.123, 'compound': -0.4854}",NEG,-0.4854,0.123,0.151
5,Got it next day of order in a good condition.. Easy to use product.. So far no problem.. A good apparatus for such a low price,omran 7120,"{'neg': 0.146, 'neu': 0.575, 'pos': 0.278, 'compound': 0.6275}",POS,0.6275,0.278,0.146
4,Very Handy item. Easy to use.,omran 7120,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.4877}",POS,0.4877,0.388,0.0
4,Its a good product and nice packing.,omran 7120,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.6908}",POS,0.6908,0.588,0.0
5,"I compared that with manual one, it just shown variation with upper level. So, i made calculation and getting value exactly to that doctor's apparatus.",omran 7120,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.34}",POS,0.34,0.098,0.0
5,Awesome machine but no rechargeable battery,omran 7120,"{'neg': 0.299, 'neu': 0.428, 'pos': 0.273, 'compound': -0.0644}",NEG,-0.0644,0.273,0.299
5,Excellent product at a superb price. Will definitely recommend the same to all,omran 7120,"{'neg': 0.0, 'neu': 0.381, 'pos': 0.619, 'compound': 0.9186}",POS,0.9186,0.619,0.0
5,i realy like this bp monitor and ...,omran 7120,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",POS,0.3612,0.294,0.0
5,"Hi, overall very good product & Snapdeal delivered the product on time. Thanks to the team. ",omran 7120,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.7264}",POS,0.7264,0.319,0.0
5,Guys you can go for it through Snap Deal....,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,GOOD PRODUCT,omran 7120,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",POS,0.4404,0.744,0.0
4,Easy usage and consistent reading,omran 7120,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",POS,0.4404,0.42,0.0
5,I have been shopping online for more than 5 years now.I must congratulate snapdeal fast delivery which is even better than other online shopping sites.As for as Product is concerned Omeron BP Monitor is very accurate and precise,omran 7120,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.7269}",POS,0.7269,0.152,0.0
4,Good for high bp. Consistent reading,omran 7120,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",POS,0.4404,0.367,0.0
4,good product for senior members in your house...,omran 7120,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",POS,0.4404,0.293,0.0
5,I purchased this for Nani and great thing is that she started using herself without any help I just guided him over phone. ,omran 7120,"{'neg': 0.089, 'neu': 0.749, 'pos': 0.162, 'compound': 0.4295}",POS,0.4295,0.162,0.089
3,Good but have to check twice or thrice for accurate reading.,omran 7120,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",POS,0.2382,0.163,0.0
5,its just good bp monitor to be used in home and travel,omran 7120,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.4404}",POS,0.4404,0.209,0.0
5,"Readings are accurate and appear quickly, and at a very affordable price, too. Well done, Omron!",omran 7120,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.3382}",POS,0.3382,0.146,0.0
5,Nice product just a packing was an issue but the product was intact though the packing was poor.,omran 7120,"{'neg': 0.187, 'neu': 0.629, 'pos': 0.184, 'compound': -0.2617}",NEG,-0.2617,0.184,0.187
4,Gud product but variation in reading,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,VERY GOOD..... AND WORTH,omran 7120,"{'neg': 0.0, 'neu': 0.581, 'pos': 0.419, 'compound': 0.2878}",POS,0.2878,0.419,0.0
5,Good convenient easy to use,omran 7120,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",POS,0.7003,0.659,0.0
5,"Excellent product, ideal for home use.. Very easy to use. You cannot go wrong buying this..",omran 7120,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9161}",POS,0.9161,0.517,0.0
5,snapdeal rocks.,omran 7120,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",NEUTRAL,0.0,0.0,0.0
5,It is found okay.,omran 7120,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",POS,0.2263,0.388,0.0
5,recommended,omran 7120,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2023}",POS,0.2023,1.0,0.0
4,Delivery ontime. Packaging was good. Product is at its best condition. Easy to handle.,omran 7120,"{'neg': 0.0, 'neu': 0.524, 'pos': 0.476, 'compound': 0.875}",POS,0.875,0.476,0.0
4,Nice product for checking near about exact value.,omran 7120,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.6369}",POS,0.6369,0.464,0.0
5,A very good product must buy,omran 7120,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",POS,0.4927,0.444,0.0
4,this very easy to use and have great  utility .,omran 7120,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.807}",POS,0.807,0.51,0.0
4,"Gives accuracy between plus, minus five, a BP monitor is a must have in todays busy schedule and this one fits in budgets perfectly. Same day delivery by snapdeal was just awesome.",omran 7120,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8519}",POS,0.8519,0.229,0.0
4,Good quality product. Easy to use and carry.,omran 7120,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.7003}",POS,0.7003,0.492,0.0
5,Nice product . Nice Price . A must buy in this age of health uncertainties .,omran 7120,"{'neg': 0.141, 'neu': 0.529, 'pos': 0.329, 'compound': 0.4939}",POS,0.4939,0.329,0.141
5,Really good product and value for mony.................,omran 7120,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.6801}",POS,0.6801,0.528,0.0
4,Nice product... Accurate too... 3 consecutive readings gave almost same readings..,omran 7120,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",POS,0.4215,0.237,0.0
