Rating,Comments,Product Name,sentiment
5,very simple to handle.  worth for your money.,omran 7120,"{'label': '5 stars', 'score': 0.726415753364563}"
5,The device is genuine and the product delivery was before time,omran 7120,"{'label': '5 stars', 'score': 0.7248172163963318}"
3,Good buy!!!!!!,omran 7120,"{'label': '5 stars', 'score': 0.6966878771781921}"
4,BP measurement is very easy and reading is almost accurate and consistant in quality of the product. However battery drainage is a space where attention is needed. And arm movement during measurement leads to error in reading the BP result for which not always stand alone BP machine for Hospital use where patient is restless or unattentive.,omran 7120,"{'label': '5 stars', 'score': 0.8231843113899231}"
4,Delivered in time...,omran 7120,"{'label': '5 stars', 'score': 0.6177434325218201}"
5,It is one of the best to check bp at very low price and I suggest u to buy it,omran 7120,"{'label': '5 stars', 'score': 0.8050563931465149}"
5,"Works good and accurate till now,perfect delivery",omran 7120,"{'label': '5 stars', 'score': 0.8431053161621094}"
4,monitoring is varying +10 to -10. but machine is good. u can monitor 2 to 4 times then u can take average of that..,omran 7120,"{'label': '4 stars', 'score': 0.5669098496437073}"
5,Awesome price and perfectly delivered in pristine condition. The product is too good,omran 7120,"{'label': '5 stars', 'score': 0.8089091777801514}"
1,This product is not good product quality is so bad....,omran 7120,"{'label': '1 star', 'score': 0.9012753963470459}"
5,gr8 deals on snapdeal always love to purchase from snapdeal n recommends to my frens also,omran 7120,"{'label': '5 stars', 'score': 0.8756847381591797}"
1,Wrong reading displayed,omran 7120,"{'label': '1 star', 'score': 0.6831550002098083}"
4,"Many review has been written about malfunction, but to make this machine works correctly make sure not to keep band very tight.",omran 7120,"{'label': '5 stars', 'score': 0.4064912796020508}"
5,I like this product because accurate reading,omran 7120,"{'label': '5 stars', 'score': 0.627578616142273}"
5,its a perfect product to have at home if someone in the family has a bp problem.,omran 7120,"{'label': '5 stars', 'score': 0.8554800152778625}"
5,"till now tried 100 times , half battery gone.  pretty good .",omran 7120,"{'label': '4 stars', 'score': 0.4624814987182617}"
5,VERY VERY HAPPY AND SEND VERY QUICKLY,omran 7120,"{'label': '5 stars', 'score': 0.9218729734420776}"
5,im happy to recieve a good product from snapdeal.thanx,omran 7120,"{'label': '5 stars', 'score': 0.6993478536605835}"
5,It is very useful.,omran 7120,"{'label': '5 stars', 'score': 0.8307403922080994}"
5,Nice Product.,omran 7120,"{'label': '5 stars', 'score': 0.7134954333305359}"
5,Excellent product,omran 7120,"{'label': '5 stars', 'score': 0.9539818167686462}"
5,Prompt Delivery,omran 7120,"{'label': '5 stars', 'score': 0.7335678935050964}"
5,Result nearly perfect,omran 7120,"{'label': '5 stars', 'score': 0.8147501945495605}"
4,If any one wants to buy thiss product.he or she can buy it on mybehalf..i bought it last weeek..im with ths product n is having good price on snapdeal..luv u snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.7120121121406555}"
5,Fantastic thanks for your service,omran 7120,"{'label': '5 stars', 'score': 0.9488275647163391}"
5,Very good product.,omran 7120,"{'label': '5 stars', 'score': 0.8738053441047668}"
5,Good product,omran 7120,"{'label': '5 stars', 'score': 0.6713705658912659}"
5,A very good product.,omran 7120,"{'label': '5 stars', 'score': 0.8492791056632996}"
5,thankyou snapdeel,omran 7120,"{'label': '5 stars', 'score': 0.8175763487815857}"
5,"This is an apt device for old aged persons  to keep continuous monitoring of BP, reliable and good",omran 7120,"{'label': '1 star', 'score': 0.9904735684394836}"
5,"a good product in a good price, very nice looks i recommend to every one to buy this product.",omran 7120,"{'label': '1 star', 'score': 0.42719635367393494}"
5,Always prefer sd,omran 7120,"{'label': '5 stars', 'score': 0.8098261952400208}"
4,Readings are always mismatch with doctor's mercury based equipment.,omran 7120,"{'label': '5 stars', 'score': 0.9279454350471497}"
5,Gud product in this price,omran 7120,"{'label': '5 stars', 'score': 0.6621416807174683}"
5,"Easy to use, quality product at best price. Happy to shop through snapdeal.",omran 7120,"{'label': '5 stars', 'score': 0.7364901900291443}"
5,You can purchase this,omran 7120,"{'label': '4 stars', 'score': 0.4726467430591583}"
3,The reading shown varies 20-30 units of bp at very next check of same person!,omran 7120,"{'label': '5 stars', 'score': 0.9679495692253113}"
5,I have purchased  for my parents nice products.,omran 7120,"{'label': '5 stars', 'score': 0.8423563838005066}"
5,"Product as shown, delivery lightening fast and prices the best across sites. All of these have made this purchase a geeat experience.",omran 7120,"{'label': '5 stars', 'score': 0.6494545340538025}"
5,its very nice product i relay like it,omran 7120,"{'label': '5 stars', 'score': 0.6165769100189209}"
4,good product..timely delivery and nicely packed...,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,A great product from snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.7776178121566772}"
4,"Very useful item, no need to go to doctor every time. Parents can check it themselves..",omran 7120,"{'label': '5 stars', 'score': 0.922889232635498}"
5,Fine and accurate measure but battery are week. Go for it,omran 7120,"{'label': '4 stars', 'score': 0.5251668691635132}"
5,Great quality full satisfaction,omran 7120,"{'label': '5 stars', 'score': 0.5928918719291687}"
5,Good .... keep it up... snapdeal,omran 7120,"{'label': '5 stars', 'score': 0.8550750613212585}"
4,👍 good product,omran 7120,"{'label': '5 stars', 'score': 0.6334669589996338}"
5,Very good yar,omran 7120,"{'label': '5 stars', 'score': 0.8450437188148499}"
4,Product packaging and delivery was great.,omran 7120,"{'label': '5 stars', 'score': 0.7951719760894775}"
1,1 star  not working,omran 7120,"{'label': '5 stars', 'score': 0.779475212097168}"
4,Do not rely too much. It is also better to ask the doctor. The device worked alright for my husband and fil but showed ridiculous readings for me that I got freaked out. I had to calm myself and later found that cuff was maybe too large for me. I am a small person. The device was neatly packed and sent but the courier sucks. They delayed delivery.,omran 7120,"{'label': '5 stars', 'score': 0.8759687542915344}"
5,Got it next day of order in a good condition.. Easy to use product.. So far no problem.. A good apparatus for such a low price,omran 7120,"{'label': '5 stars', 'score': 0.5344932675361633}"
4,Very Handy item. Easy to use.,omran 7120,"{'label': '2 stars', 'score': 0.3221089541912079}"
4,Its a good product and nice packing.,omran 7120,"{'label': '5 stars', 'score': 0.8132314682006836}"
5,"I compared that with manual one, it just shown variation with upper level. So, i made calculation and getting value exactly to that doctor's apparatus.",omran 7120,"{'label': '5 stars', 'score': 0.9536091685295105}"
5,Awesome machine but no rechargeable battery,omran 7120,"{'label': '5 stars', 'score': 0.8083469867706299}"
5,Excellent product at a superb price. Will definitely recommend the same to all,omran 7120,"{'label': '1 star', 'score': 0.3777885437011719}"
5,i realy like this bp monitor and ...,omran 7120,"{'label': '5 stars', 'score': 0.7277355194091797}"
5,"Hi, overall very good product & Snapdeal delivered the product on time. Thanks to the team. ",omran 7120,"{'label': '5 stars', 'score': 0.9232840538024902}"
5,Guys you can go for it through Snap Deal....,omran 7120,"{'label': '5 stars', 'score': 0.8204466104507446}"
5,GOOD PRODUCT,omran 7120,"{'label': '5 stars', 'score': 0.7368069887161255}"
4,Easy usage and consistent reading,omran 7120,"{'label': '5 stars', 'score': 0.9040583968162537}"
5,I have been shopping online for more than 5 years now.I must congratulate snapdeal fast delivery which is even better than other online shopping sites.As for as Product is concerned Omeron BP Monitor is very accurate and precise,omran 7120,"{'label': '5 stars', 'score': 0.8948948979377747}"
4,Good for high bp. Consistent reading,omran 7120,"{'label': '4 stars', 'score': 0.5281901955604553}"
4,good product for senior members in your house...,omran 7120,"{'label': '5 stars', 'score': 0.933495283126831}"
5,I purchased this for Nani and great thing is that she started using herself without any help I just guided him over phone. ,omran 7120,"{'label': '5 stars', 'score': 0.6088271737098694}"
3,Good but have to check twice or thrice for accurate reading.,omran 7120,"{'label': '4 stars', 'score': 0.6185304522514343}"
5,its just good bp monitor to be used in home and travel,omran 7120,"{'label': '5 stars', 'score': 0.7439479231834412}"
5,"Readings are accurate and appear quickly, and at a very affordable price, too. Well done, Omron!",omran 7120,"{'label': '5 stars', 'score': 0.9115577340126038}"
5,Nice product just a packing was an issue but the product was intact though the packing was poor.,omran 7120,"{'label': '4 stars', 'score': 0.4733233153820038}"
4,Gud product but variation in reading,omran 7120,"{'label': '4 stars', 'score': 0.41770032048225403}"
5,VERY GOOD..... AND WORTH,omran 7120,"{'label': '5 stars', 'score': 0.8821691274642944}"
5,Good convenient easy to use,omran 7120,"{'label': '5 stars', 'score': 0.7523469924926758}"
5,"Excellent product, ideal for home use.. Very easy to use. You cannot go wrong buying this..",omran 7120,"{'label': '5 stars', 'score': 0.9713560938835144}"
5,snapdeal rocks.,omran 7120,"{'label': '5 stars', 'score': 0.5800343155860901}"
5,It is found okay.,omran 7120,"{'label': '3 stars', 'score': 0.8805181384086609}"
5,recommended,omran 7120,"{'label': '5 stars', 'score': 0.7908486127853394}"
4,Delivery ontime. Packaging was good. Product is at its best condition. Easy to handle.,omran 7120,"{'label': '5 stars', 'score': 0.857652485370636}"
4,Nice product for checking near about exact value.,omran 7120,"{'label': '5 stars', 'score': 0.5713563561439514}"
5,A very good product must buy,omran 7120,"{'label': '5 stars', 'score': 0.9080629348754883}"
4,this very easy to use and have great  utility .,omran 7120,"{'label': '5 stars', 'score': 0.9424772262573242}"
4,"Gives accuracy between plus, minus five, a BP monitor is a must have in todays busy schedule and this one fits in budgets perfectly. Same day delivery by snapdeal was just awesome.",omran 7120,"{'label': '5 stars', 'score': 0.9267134070396423}"
4,Good quality product. Easy to use and carry.,omran 7120,"{'label': '5 stars', 'score': 0.8836514949798584}"
5,Nice product . Nice Price . A must buy in this age of health uncertainties .,omran 7120,"{'label': '5 stars', 'score': 0.7916767597198486}"
5,Really good product and value for mony.................,omran 7120,"{'label': '5 stars', 'score': 0.8662824630737305}"
4,Nice product... Accurate too... 3 consecutive readings gave almost same readings..,omran 7120,"{'label': '5 stars', 'score': 0.7379842400550842}"
4,"GOOD B.P. MACHINE ,ACCURACY +/- 10, BATTERY GOOD BUT NO MEMORY BACKUP AT LAST GOOD PRODUCT.",omran 7120,"{'label': '4 stars', 'score': 0.5817338824272156}"
4,Good product as per price you spending. Helpful too,omran 7120,"{'label': '5 stars', 'score': 0.6974464058876038}"
5,This is very good product.i am very satisfied of that product,omran 7120,"{'label': '5 stars', 'score': 0.8553316593170166}"
5,this is one of the best product for your household .,omran 7120,"{'label': '5 stars', 'score': 0.9671320915222168}"
5,I was keeping tap on this for few weeks and compared price here and there. But lastly as always I found best deal on SD site only.,omran 7120,"{'label': '5 stars', 'score': 0.37023746967315674}"
5,If looking for B.P monitors then You can blindly go for this product. Very good and genuine product. Working very fine. Moreover Thanks to Snap deal for Providing this product at this price.,omran 7120,"{'label': '5 stars', 'score': 0.9163483381271362}"
4,"First time i am using this type of Blood pressure monitor, and working OK for my mom. Tested with Mercury monitor, and this product, values are near about same. Good that i can now test my  pressure myself.",omran 7120,"{'label': '5 stars', 'score': 0.6692206263542175}"
4,Nice product .aft using 1 wk .there is no faults found...bt I takes 10 days to reach me...,omran 7120,"{'label': '5 stars', 'score': 0.7684643268585205}"
5,Good product and great service from SNAPDEAL,omran 7120,"{'label': '5 stars', 'score': 0.8704182505607605}"
4,"It us very good  product,simple  and  reliable.",omran 7120,"{'label': '5 stars', 'score': 0.882896900177002}"
3,Not bad received product in good condition for snap deal i wil rate five stars,omran 7120,"{'label': '5 stars', 'score': 0.9892058372497559}"
4,Good product for avarage people. ..,omran 7120,"{'label': '5 stars', 'score': 0.5893795490264893}"
4,"Was initial skeptical about the accuracy of digital BP machines. But after using it, I can say its fairly accurate and easy to use. Get almost similar readings on repeated monitoring. Overall, good product. Quick delivery as well by Snapdeal.",omran 7120,"{'label': '5 stars', 'score': 0.5639362931251526}"
5,product is value for money and you source the best. product gives accurate results.,omran 7120,"{'label': '5 stars', 'score': 0.9120916128158569}"
5,"After I bought the gluco meter, I bought omron bp instrument. Like past excellent delivery timing as if  instant service from Snapdeal, made me happy on my decision to opt it from Snapdeal. An useful product,",omran 7120,"{'label': '5 stars', 'score': 0.6999537348747253}"
5,Omron Hem-7120 Blood Presure Monitoring and I will have to be able perfect reading,omran 7120,"{'label': '5 stars', 'score': 0.886982262134552}"
5,Great product... Very Easy to use... Go for it.,omran 7120,"{'label': '5 stars', 'score': 0.9403691291809082}"
5,working absolutely fine and the delivery by snapdeal is in time with good packing.,omran 7120,"{'label': '5 stars', 'score': 0.9335319399833679}"
5,"Goods received in excellent  packing condition . Quality of deliverance superb , reached me prior to expected delivery date .will recommend it to my friends",omran 7120,"{'label': '5 stars', 'score': 0.9346844553947449}"
5,Please kept this everyone in house it is very useful in emergency,omran 7120,"{'label': '5 stars', 'score': 0.7866539359092712}"
5,Perfect packing and delivery by snapdeal...,omran 7120,"{'label': '5 stars', 'score': 0.8322257995605469}"
5,"Very good and perfect product produce by snap deal, easy to use and very useful for patient having regular monitoring the pressure, and help to reduce the chances of emergency",omran 7120,"{'label': '5 stars', 'score': 0.7227217555046082}"
4,It's a very good product. Happy to have it.,omran 7120,"{'label': '5 stars', 'score': 0.8975258469581604}"
4,Almost gives corect reading. A product worth buying,omran 7120,"{'label': '5 stars', 'score': 0.7531694173812866}"
5,"Good Product with Good Service, deliver before time then expected, great packing and good product with good results",omran 7120,"{'label': '5 stars', 'score': 0.9470348954200745}"
4,I liked this product worth for money. You get what you pay for and Snapdeal is at best price for this model. I checked outside it cost higher than what we get here.,omran 7120,"{'label': '5 stars', 'score': 0.8874133825302124}"
5,"I bought this BP Machine for my folks a couple of months back,  but before that,  I purchased 5 nos. of the same model HEM7120, for my friends and relatives through my Snapdeal Account every time with the lowest of price as compared to other sibling online shoppe.",omran 7120,"{'label': '4 stars', 'score': 0.4339921474456787}"
5,I'm highly satisfied with the product as it gives very precise results when tried at the same condition many a times. A good deal indeed!,omran 7120,"{'label': '5 stars', 'score': 0.7626954317092896}"
5,very nice product..working nicely....thanks snapdeal for giving this product on a reasonable price...,omran 7120,"{'label': '5 stars', 'score': 0.3214445412158966}"
4,"Although its giving different readings every-time even within a minute if you will check your BP but still there is slight variation that can atleast tell your whether your BP is high, low or normal. You can't compare this with manual machine that generally medical practitioners use which gives perfect reading but its good for measuring it at home.",omran 7120,"{'label': '5 stars', 'score': 0.7832687497138977}"
4,All good but in box A.C. adapter was missing. Digital machine is working excellent but when checked for a.c.adapter it was not there in box which is must in emergency.,omran 7120,"{'label': '5 stars', 'score': 0.7053476572036743}"
4,"product is very good & best, very handy in use and also snapdeal provide the best deal on the product...",omran 7120,"{'label': '4 stars', 'score': 0.515377938747406}"
4,good product as per the price. Some fluctuation in reading. Bt overall good product.,omran 7120,"{'label': '5 stars', 'score': 0.6758677959442139}"
5,Thank you snapdeal for in time delivery.,omran 7120,"{'label': '5 stars', 'score': 0.9081669449806213}"
4,Good one for primary checkup .Better if the product have  power cable .package have only battery. go for it,omran 7120,"{'label': '5 stars', 'score': 0.9428853988647461}"
5,AC adapter is not there in this. Still works nice on battery.  Using the product is very easy. AC adapter needs to be purchased.,omran 7120,"{'label': '5 stars', 'score': 0.6879242062568665}"
3,"Using the product for the first time after shopping online, can give more update after using it, till now it looks ok.",omran 7120,"{'label': '5 stars', 'score': 0.9369809031486511}"
5,"The Omron Hem-7120 Blood Pressure Monitor is a excellent product, and backed with the Snap deal 7 days return offer. I had complete piece of mind, that should there be any issue with the product I could contact Snap deal. Using Snapdeal, made the process of choosing the right product and with a attractive price so easy.",omran 7120,"{'label': '5 stars', 'score': 0.7329857349395752}"
5,"This product is really great, To check B.P. of mum now I dont hv to run to doctor again n again, I can check it myself at home, it is so easy to use, anyone can understand it very easily, only the problem is with a battery, wish it would have come wih adapter. Overall the product is very good for parents who needs regular B.P. check up, Thank you snapdeal for the price.",omran 7120,"{'label': '5 stars', 'score': 0.7962912321090698}"
5,My mother is happy in new BP machine. Mene apne colony me sabhi ko suggest kiya aur bhut logo ne order bhi kiya.... But COD available na hone k karan kuch logo ne order ni kr paye ....  Phir mene order krke sabhi ko diya. Thanks snapdeal team,omran 7120,"{'label': '5 stars', 'score': 0.7953685522079468}"
5,Its best product .i have bought for my mother.people who has bp problem must buy it for their family.,omran 7120,"{'label': '5 stars', 'score': 0.9349843859672546}"
5,"nice product, good quality, timely delivered... best shopping website i came across...will definitely shop from dis website in future and also recommend to my friends",omran 7120,"{'label': '5 stars', 'score': 0.9442977905273438}"
4,"1st of all ,as always..snapdeal packaging was too good.I received the product quiet soon,within 2 days of ordering to be pricise..so thnx for that snap..now coming to the product,its really easy to operate,even for my elderly parents,readings are not totally accurate as i have noticed  but yet close.Best for day to day use in case u require it that often.",omran 7120,"{'label': '5 stars', 'score': 0.8580301403999329}"
4,It's very good. It is awesome product for home use. I recommend this product for Home use. Easy handling. no issues. Showing accurate value with Analog monitor which doctor have. Thanks to snapdeal for ontime delivery and good packing,omran 7120,"{'label': '5 stars', 'score': 0.6401001214981079}"
5,"Very easy and best health monitoring device, simple and good system to use.",omran 7120,"{'label': '5 stars', 'score': 0.7974848747253418}"
5,Now a days everybody should have this device.. I have using this model with more than 1 year.. This one is for my In Laws house..,omran 7120,"{'label': '5 stars', 'score': 0.6848703026771545}"
5,RECEIVED IT GOOD CONDITION. WORKING PROPERLY NOW.VERY GOOD SUPPLIER.SUPPLLIED IT  GOOD PAKED.IT IS VERY USEFUL TO EVERYBODY.,omran 7120,"{'label': '5 stars', 'score': 0.738229513168335}"
5,Got best price on snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.8511842489242554}"
4,"Thanks to Snapdeal it got it in 2 days. For regular user it is very handy product.Anybody can use it without any hassle. At this rate you cannot expect very high end product. Yes it serves the basic need to checking BP and pulse rate. It also saves last reading. Do not know about its accuracy, which even high end product do not guarantee. Yes it will be near around  the actual, serves the basic info at home.",omran 7120,"{'label': '5 stars', 'score': 0.8777415752410889}"
4,The B.P Counting machine is working great. It is very easy to maintain and very easy to use.,omran 7120,"{'label': '4 stars', 'score': 0.41989952325820923}"
5,Its the perfect product i was looking out for and ratings helped me make an choice.,omran 7120,"{'label': '4 stars', 'score': 0.541702151298523}"
3,It does the job and ratings are also good. I hope the readings are accurate since this is the most well rated product across the sites,omran 7120,"{'label': '5 stars', 'score': 0.9418430328369141}"
4,"Delivery good without any damage. Thanks to snapdeal. The product is useful,kept in my house. I recommend to buy there is no doubt.",omran 7120,"{'label': '4 stars', 'score': 0.7736983895301819}"
5,I choosethis b.p. apparatus for my family specially  for my mother,omran 7120,"{'label': '5 stars', 'score': 0.8537166714668274}"
5,"If you looking for B P monitor this is d best go for it blindly ,cheapest among all online shopiing.Service from SD is also good.",omran 7120,"{'label': '4 stars', 'score': 0.5343109965324402}"
4,Amazing deal by snapdeal. I got it a good price as compared to market. Snapdeal is awesomeee,omran 7120,"{'label': '4 stars', 'score': 0.48929697275161743}"
5,"Good quality super item   fast dilvery. happy  thank to sanpdeal,",omran 7120,"{'label': '3 stars', 'score': 0.3936651051044464}"
5,"AT A TIME,  SIDE BY SIDE COMPARED WITH TRADITIONAL SPHIGMO MANOMETER AND FOUND 98% SAME READING. VERY EASY TO OPERATE. NO NEED OF STETHOSCOPE AND AIR PUMP. RECOMENDING.",omran 7120,"{'label': '5 stars', 'score': 0.8188849091529846}"
5,Good product. Useful and perfect.prompt delivery.,omran 7120,"{'label': '5 stars', 'score': 0.5609827041625977}"
5,The quality of the BP monitor was very good and it is super easy to use. Thank you.,omran 7120,"{'label': '5 stars', 'score': 0.570097804069519}"
4,This product is very good. And sd u guys rock i gt the product before promised date..,omran 7120,"{'label': '5 stars', 'score': 0.9385741949081421}"
5,I am glad that i am having this machine ... it is giving correct details about our BP measurements,omran 7120,"{'label': '5 stars', 'score': 0.8984109163284302}"
5,"I bought this machine second time, and working of machine is great",omran 7120,"{'label': '5 stars', 'score': 0.776139497756958}"
5,delivery time is correct and it gives very accurate reading ,omran 7120,"{'label': '5 stars', 'score': 0.8935713171958923}"
5,Yes this is fundustic. I love this product he is great.I rerecommended to all of you.,omran 7120,"{'label': '5 stars', 'score': 0.9443230628967285}"
5,Very Fast deliver and it's very Good Product,omran 7120,"{'label': '5 stars', 'score': 0.839690089225769}"
4,I purchased Omron Hem-7120 Blood Pressure Monitor. Its useful at home but the measurement is little bit different from manual.,omran 7120,"{'label': '5 stars', 'score': 0.8421063423156738}"
5,Its a realy good product from omron ...i rely like it ..and its shown right bp.,omran 7120,"{'label': '5 stars', 'score': 0.8949086666107178}"
5,Omron Hem-7120 Blood Pressure Monitor is a budget BP monitor & it shows almost same reading when I compared it with a conventional manual BP monitor.  In a conventional manual BP monitor I found that my BP is 72(dia) - 115(sys). And in Omron Hem-7120 Blood Pressure Monitor I found it 75(dia) - 115(sys).,omran 7120,"{'label': '5 stars', 'score': 0.7062639594078064}"
5,the product is working fine. i am satisfied with your product . thank u,omran 7120,"{'label': '5 stars', 'score': 0.9246460199356079}"
5,Good product got at a Low price snapdeal :) :),omran 7120,"{'label': '5 stars', 'score': 0.9545081257820129}"
4,Good product but taking too much time to deliver,omran 7120,"{'label': '5 stars', 'score': 0.6684678792953491}"
5,Good product. Go for it.price is also good.,omran 7120,"{'label': '5 stars', 'score': 0.7696491479873657}"
5,good product and excellent service  . snap deal peoples very good responsible done job,omran 7120,"{'label': '5 stars', 'score': 0.7467539310455322}"
5,Awesome quality ,omran 7120,"{'label': '5 stars', 'score': 0.8298220634460449}"
5,good for checking bp and is helpful in my daily life,omran 7120,"{'label': '5 stars', 'score': 0.9427608847618103}"
5,"I am 51 years old and is suffering from Hyper-tension. My Doctor advised me to take the B.P. readings twice daily and to prepare a chart. Going nearest nursing home in the morning & evening and taking the B.P. readings was another tension to me. Then I decided to purchase a digital B.P. Checker and found Omron HEM-7120 model is best suited for me. I immediately ordered it through Snapdeal. It reached me within 3 days. The price is very reasonable, quality is SUPERB, and very easy to use.  I honestly recommend this product to every one that having B.P. problems. Omron HEM-7120 Digital B.P. monitor is a best Life Companion. I love it.",omran 7120,"{'label': '5 stars', 'score': 0.8801038861274719}"
4,Nice product easy too use and cost is also low,omran 7120,"{'label': '5 stars', 'score': 0.8724690675735474}"
4,Well it was very good working item simply easy to use small in size i sastisfied,omran 7120,"{'label': '5 stars', 'score': 0.8873184323310852}"
5,Good product at a reasonable price and user friendly. Worth buying this,omran 7120,"{'label': '5 stars', 'score': 0.9280629754066467}"
5,Initially I had an apprehension about the condition of the product delivered. However On line buying dispelled the above apprehension.It resulted in  saving on transport and time to visit the show room. It was happy shopping from the comforts of home,omran 7120,"{'label': '5 stars', 'score': 0.7419643402099609}"
5,Very nice product...good working condition... Fast delivery,omran 7120,"{'label': '5 stars', 'score': 0.8602943420410156}"
4,I would say talisman for every household.very essential in todays world where stress makes you hypertensive,omran 7120,"{'label': '5 stars', 'score': 0.9300434589385986}"
5,"I would like to say, the products I bought till now from snapdeal",omran 7120,"{'label': '5 stars', 'score': 0.7145177721977234}"
5,"i am an high blood pressure patient. this device is what i wanted . in this price range its fab, i have doctors in my family they highly recommend it. go for it without having any doubts. its from OMRON brand. it is really what you are looking for. it does best job for me on daily basis.",omran 7120,"{'label': '5 stars', 'score': 0.9295005798339844}"
5,"For people who have blood pressure & have to go for regularly check-up , this is the one time investment. the product is fully automatic, easy to use , quick, accurate and reliable results, easy to kept, easy to carry, not so heavy very light weight.",omran 7120,"{'label': '5 stars', 'score': 0.9335211515426636}"
4,its USP is easy to use for everyone.  Even my mom can use this without my help..,omran 7120,"{'label': '5 stars', 'score': 0.8898100852966309}"
3,There is a difference between this monitor reading and manual mercury b p monitor readings.,omran 7120,"{'label': '5 stars', 'score': 0.32395538687705994}"
5,"Very nice and easy to use, good quality product",omran 7120,"{'label': '5 stars', 'score': 0.9133620262145996}"
5,"Best use for home purpose. It's a very good BP apparatus for domestic use for those people who are technically not trained to measure the BP of a patient, by practice a lay man can measure near about correct BP at home.",omran 7120,"{'label': '5 stars', 'score': 0.8584402799606323}"
5,BEST USE FOR MEDICAL .DSF.SD F.SDF. SD.FS,omran 7120,"{'label': '5 stars', 'score': 0.9143244624137878}"
4,Great and easy to use.,omran 7120,"{'label': '5 stars', 'score': 0.935929000377655}"
5,"Yes Its Good . No any Issues in quality wise and Its working good . It shows near results after checking 3 to 4 times . So I received this exactly same model HEM 7120 and IN PACKAGE there is Machine with armcuffs , 4 AA BATTERIES . It also has an ADAPTOR Port but you have to purchased separately if you want . Thanks to SnapDeal ...",omran 7120,"{'label': '5 stars', 'score': 0.7874411940574646}"
5,good and handy product. timely delivery is the key element. good product to keep watch on blood pressure,omran 7120,"{'label': '5 stars', 'score': 0.7482863068580627}"
5,"For people who have blood pressure problems and have to go regularly for check-up , this is your one time investment. Fully automatic, easy to use , quick, accurate and reliable results. Thumb's up to this product !",omran 7120,"{'label': '5 stars', 'score': 0.9386686086654663}"
4,Nice product. Easy to checking. 4 cells used instead should keep it 2.,omran 7120,"{'label': '4 stars', 'score': 0.5713524222373962}"
4,Quality Nd accuracy of machine is good..really luv d product..,omran 7120,"{'label': '5 stars', 'score': 0.8050177097320557}"
5,Service is very good and recd goods in good ,omran 7120,"{'label': '5 stars', 'score': 0.8193326592445374}"
5,I liked the blood pressure machine very much. I found it accurate. I would like to refer this product to my friends and family members.,omran 7120,"{'label': '5 stars', 'score': 0.49227890372276306}"
5,I wouldnt say that it gives consistent readings. however at this price this can be used as a monitoring tool.,omran 7120,"{'label': '4 stars', 'score': 0.407082200050354}"
4,The product was good. But arm cuff was of short length which was not mentioned in description. But overall good. Especially fast delivery . Got it within 30 hours.,omran 7120,"{'label': '5 stars', 'score': 0.5520423650741577}"
4,Got the product delivered in 24 hours!against 3 day delivery promise!!,omran 7120,"{'label': '5 stars', 'score': 0.8891099095344543}"
5,Its a superb product which shows accurate results. Good and cheap device for checking the BP n heart rate at our homes. Dont need to rush the hospital everytime.I would recommend the product to everyone as maintaining our BP is a very essential thing now!!! Go for it people.,omran 7120,"{'label': '4 stars', 'score': 0.5106669664382935}"
5,This blood pressure measuring apparatus is very convenient and reliable for frequent home users. It is very easy to measure blood pressure. You can easily go ahead and buy it. The battery is quite strong and lasts.,omran 7120,"{'label': '4 stars', 'score': 0.7476220726966858}"
5,This is excellent BP machine accuracy also very fine compared to other machines,omran 7120,"{'label': '5 stars', 'score': 0.7685065865516663}"
5,Product delivered was of good quality and it perfectly as mentioned!,omran 7120,"{'label': '5 stars', 'score': 0.9596030712127686}"
5,Perfect for all. I am recommending it. It is very simple for use. It is lifeline instrument for all generation,omran 7120,"{'label': '5 stars', 'score': 0.8055217266082764}"
5,Very easy to use n low price.I recommend t. u will not b a loser . also buy a battery charger for convenience...,omran 7120,"{'label': '5 stars', 'score': 0.7268332242965698}"
5,Its good n very easy to use.  I have searched in several e-commerce websites for this item. But not found in this excellent price. Thank you snapdeal.,omran 7120,"{'label': '4 stars', 'score': 0.4022817015647888}"
5,Very good product and  perfect item.... why minimum 40 ch?,omran 7120,"{'label': '5 stars', 'score': 0.9321316480636597}"
5,"worth for money,very good and accurate,also preferred by the top doctors.",omran 7120,"{'label': '5 stars', 'score': 0.7582192420959473}"
4,"Good product , but missing direct supply cable.",omran 7120,"{'label': '5 stars', 'score': 0.8327423334121704}"
5,Excellent monitor for home use and also value for money in this Diwali.,omran 7120,"{'label': '5 stars', 'score': 0.7820909023284912}"
5,Nice product. It is very easy to use and delivered very safely. Thanks snapdeal.,omran 7120,"{'label': '5 stars', 'score': 0.7187447547912598}"
5,"Really good i am happy,i shown perfect masurment by instrument which i purshed",omran 7120,"{'label': '5 stars', 'score': 0.9572121500968933}"
5,"Working well and Omron is best when comes to BP Monitor. It would have been much better if they have  provided AC adaptor along with the pack. Anyhow, verygood for the price and it worths it. Thanks to Snapdeal for nice deal.",omran 7120,"{'label': '5 stars', 'score': 0.7023413777351379}"
5,It is working correctly and giving adject value comparison to manual bp checking machine. Good product for watching bp.,omran 7120,"{'label': '5 stars', 'score': 0.8047652244567871}"
